file_name,timestamp,txHashes,realTimestamp,end_timestamp,sender_shard,receiver_shard,sender,receiver,mini_block_hash,timestamp_difference,has_corresponding_AAT,is_affected_by_AAT
120,1714688872,0ea0275971e524793c387802697380f50d00fe0625329012af45937c3cfae6b6,1714688874,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,41,0,0
121,1714688872,4ad2b5a3e87524ab204c8688c2a728256f14b6e9c51427948d1068285cbd4dd7,1714688873,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,42,0,0
122,1714688872,2eb8208f6b850219667f0dbc0f99f93d982699fef0f165f238cb84cccd5d0c4c,1714688874,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,29,0,0
123,1714688872,23484e8c91a48da8659c75119766c0fb35d1e141f5f399ff415bc97c74cc3a12,1714688874,1714688903,0,2,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,9f69fd94555dd0ffb0f852562c081b77028eb80347d5cfa1f747eb2cf7a4e4c7,29,0,0
124,1714688872,13f1bd73e7b8310dd269f8306c85010eebdcb2f4a2dd2e23a32cd5ef2cd0d96d,1714688873,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,42,0,0
125,1714688872,5c03a17db001f587b1e98122b2e5e9c22789407ac3b5204cb0a94b4a48f1f1df,1714688873,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,42,0,0
126,1714688872,49fc871a5ab201f3c2dddf8f35fe291b8b1b4faef31aeac9a7a5f8321da8261b,1714688874,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,41,0,0
127,1714688872,bd8176b0044ceb91922bf10045964fee050236ea6c9899d3c136110e0331a1ae,1714688874,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,29,0,0
128,1714688872,d01c4f41a6d221ce92fd0958fbd86766a3a501f4b9251d1c9a8478444cd0e7c1,1714688873,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,42,0,0
129,1714688872,5407e7d4ee44af8e886b003d56bdfccf2ffe9c39f53d5aa76cc528e6e9a715c7,1714688874,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,41,0,0
130,1714688872,078b846b43b04253f9de52c36f5b49bb73ddecfd4c3b93bc4d2a7ef41101c02d,1714688874,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,41,0,0
131,1714688872,8fd2a68f29b9f64ac843b4d33efe5bd915bf901cd489ebcc295014bc7a124247,1714688874,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,41,0,0
132,1714688872,3893a0e254a24d6f1c7c8691e983bc586acb0750a1ef37c42db2ff5d2ea14b9d,1714688874,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,29,0,0
133,1714688872,234abe6611b8862780fbea8fa3ee238758ff5744f2f774e6143d8df30a0f4b8d,1714688874,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,29,0,0
134,1714688872,77ab7134223a19defce73972119d81c09ff0820167f98d418ecdb47281cf2929,1714688874,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,41,0,0
135,1714688872,b8d2f8c428e623bc4e98560870dfc765ebaa61775e7dc2ef9bd62659c5f28678,1714688874,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,41,0,0
136,1714688872,6540ed3a6be6165b395857d11dfe942676c6623f8f607f728395238b87621c2a,1714688874,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,41,0,0
137,1714688872,604120f9f72de15748e9dd9e5f3692a009f7604f87994bc1a64c580c8f838385,1714688874,1714688903,1,0,erd13x29rvmp4qlgn4emgztd8jgvyzdj0p6vn37tqxas3v9mfhq4dy7shalqrx,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,29,0,0
138,1714688872,f30ebe2c8e72c613dd9468133b17b261c7692f6060e0568b6535c1c19795976b,1714688874,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,29,0,0
139,1714688872,6a77eb6da1dd8fdd28d4f15ed0a939cf63a66308257e6ec4b7aeb7b1a8707b55,1714688874,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,29,0,0
140,1714688872,98edbec476802f69e7564062b5309060c23c502d69b9f93949b642f4f19fac6c,1714688874,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,41,0,0
141,1714688872,e64bf09eb39f91b849fc0f1bd0699c731aa65667de89800d1e6fbd3f53f64b90,1714688874,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,41,0,0
142,1714688872,7f6c9965e1a8652e4c3beb17f40c3604563b2598a52f6405f9f1fc2e66807859,1714688874,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,41,0,0
143,1714688872,1a0b788c851453bcaf594f46b4944cdbefb2435927aeba590e15cb771c602916,1714688874,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,41,0,0
144,1714688872,c2380821bf2e76465d9953ecc56b62c19eda0fc77395b1e780b8f5a9e469d453,1714688874,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,41,0,0
145,1714688872,7d2bd7ce37b8ddb283ce9e843e79ae53447f7d3018beaa7ea73a085e0a294a8a,1714688874,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,29,0,0
146,1714688872,2cc5f218c8a13b1260599655768223043e7806c51c8539a471cfa8688a22338f,1714688874,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,41,0,0
147,1714688872,3fee00ac691247a8978f228e70001842e472c0e639c00fc582de3020f66a933c,1714688874,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,41,0,0
148,1714688872,68ec4df3b2dbb49c90a3b79c93df0bd848e3c8c514f4f015cb0ba63e102a04b9,1714688874,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,41,0,0
149,1714688872,f75581767bb88bb2ac69b512705eb965979ea878ec0aaf366b5bc052b2e64853,1714688874,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,41,0,0
150,1714688874,a87f69a560b9af2bba6adc1fad321ee1e888354858b31b7e9efef5ee33728dcd,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
151,1714688874,68f8965a03f2ca422c05d3b9b69d810295fffe9cdfb01ec07156500250d52975,1714688875,1714688903,2,1,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,erd1kdl46yctawygtwg2k462307dmz2v55c605737dp3zkxh04sct7asqylhyv,03728497cd96787b42f5b6fd12011b643dab61a79d38b75cf84796d48d09f322,28,0,0
152,1714688874,236b5f873388f8289a87d1bc21a9cbba1f07ddba58998b95d207699c4e85860d,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
153,1714688874,a079d8dab10dc7598d0ecb684ab45f8ac319ecc3e3d4e868ba539947a8d7f48a,1714688875,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,28,0,0
154,1714688874,b29caaae8b94b0ac4ee6aae748ff4d44958f99d6c88dfbfbacf9484e30c48860,1714688875,1714688903,0,1,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1z32fx8l6wk9tx4j555sxk28fm0clhr0cl88dpyam9zr7kw0hu7hsx2j524,f4e80759a047d49cd6bb6c403b7fb5d569ff99bd754b2daad5203d64d3e113df,28,0,0
155,1714688874,15be021922d0592ca2d8ea0825ba6a5f543b42838541a74230b548e60cad5acb,1714688875,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,40,0,0
156,1714688874,0d79e288273681d49d353429f837db3502afbea575a53abef6191937af9ba58e,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
157,1714688874,74f7df56aac0002be8311716653d70f2e1857acfcd51a0d7b33cdfa83c947dca,1714688875,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,28,0,0
158,1714688874,56baa4a930fef5d84aefa3dbdc116c5905d1d0252c7d9ad1ce53bffa0d4236cf,1714688875,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,28,0,0
159,1714688874,b95ec17c5999561b63f77ec625980508267fbae007d7e26bb623d2d24a19a24a,1714688875,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,28,0,0
160,1714688874,00af8d2de67630434fe9a6b19a09f568c0d7c3657d643e904455ae070c48ea29,1714688875,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,40,0,0
161,1714688874,91a412244f15295763f5370e3ad88998f7b0f9f04a0e5d79127ad8f245346bb6,1714688876,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,27,0,0
162,1714688874,50c8bd83933b5119474b528874ab11fa6f65d1f218ccadc560d08a3abc7fc563,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
163,1714688874,83c7cc83d866a89a43af5ff3a9d8427b7788f2f3393afdf4707e5e4cbb4c4057,1714688875,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,28,0,0
164,1714688874,78cb5a4163718bf043f64180b300ed4859e53b28f5302b886611f4c591474b95,1714688876,1714688903,0,1,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,f4e80759a047d49cd6bb6c403b7fb5d569ff99bd754b2daad5203d64d3e113df,27,0,0
165,1714688874,44fddf1adb9e91c91f69fdc15423efd6b7eb132ca9644b58f61a88fa403f837b,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
166,1714688874,c78742730faec36c0ca686a5601fe3d6fcaed7be0d03d56be0ad611ffae21d70,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
167,1714688874,92f0253274e2e48c0da1b04583152b26558d91d4eb96f31a99140a40b4d206ad,1714688876,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,27,0,0
168,1714688874,11227b5a8fe2ecba7dd47d63ae765b6a0e0d5e881152c0f6dd74049b090cba6b,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
169,1714688874,8244afc308da72649e52f0bd8e601e75e01214855e2aecbd499f2daa7458c8b8,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
170,1714688874,6d96886f85bd1cfc379f375c53c4ca4cbade192dcad3717f93ec769ec80cbd0e,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
171,1714688874,528b253c813c7de502b9f8c8f6b4509e3c8652deb5a908bdb3f681e9a260bdcb,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
172,1714688874,3de9bc700ec98129fdb2ea9557d2540397817a4a5d6edfa0aaded108aa5fc182,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
173,1714688874,91e6f50db75e4d7ea4cd9b1b0e2bb800a474ed08966dfcbf367bffe2caef1e8d,1714688876,1714688903,0,2,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,9f69fd94555dd0ffb0f852562c081b77028eb80347d5cfa1f747eb2cf7a4e4c7,27,0,0
174,1714688874,54a2a37d2878bfa66e2f4503ac358b33bff34ea377ab71410421aa67cc51d5a1,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
175,1714688874,bc8c7ed9d3656d0823f9a12f16b121e5aae7042794bf49374c14a6f0339d1957,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
176,1714688874,18088e0717530ba66ccae84df116d01f6c98072a8cf779938ff7603d4b773381,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
177,1714688874,aa19897bc84a7e89c676758b9b21858256956a9c9c1dcfda900d0a27f6a1ca57,1714688876,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,27,0,0
178,1714688874,8d390138c29b458ca700d22a7363297bdb03f7649cfeb6d393fe52eede9cf2ea,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
179,1714688874,34f1b1b28ee4845d97fed2e38ca346c76f4172720457195d36cc37301feb0b0d,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
180,1714688874,506ba6e6136780b2fe95a1975600e0d5fe65ef495b3b2d5ee3b9341cfd7412a4,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
181,1714688874,36ee2a3ea6b9b2758b4977c8c3b1a58bd59bf9b2b584ecad860eb30b6946a55d,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
