timestamp,timestamp_difference
0.0,12.45327410697937
1.4711902141571045,10.982083892822265
3.658022165298462,20.79525194168091
5.151584148406982,13.301689958572387
6.819411993026733,16.433862113952635
8.386076211929321,14.86719789505005
10.21997618675232,22.63329792022705
12.264875173568726,7.388398933410644
13.997988224029541,20.05528588294983
16.066169023513794,11.987105083465575
17.783738136291504,17.469535970687865
19.327532052993774,25.525742053985596
20.730138063430786,10.923136043548585
23.156010150909424,27.69726395606994
24.57803201675415,11.87524209022522
25.913146018981934,15.340128087997437
27.982088088989258,24.07118601799011
29.658148050308228,15.195126056671143
31.11329221725464,19.73998188972473
33.67330598831177,23.179968118667603
35.532390117645264,27.3208839893341
37.011306047439575,16.241968059539794
38.56352615356445,9.889747953414917
40.578272104263306,23.475002002716064
42.161421060562134,21.891853046417236
43.64398002624512,10.809294080734253
45.299312114715576,15.153961992263792
47.265374183654785,22.787899923324584
49.27647018432617,20.776803922653198
51.17321419715881,15.280059909820556
53.255115032196045,13.198159074783325
54.94918513298035,21.104088973999023
56.32673621177673,10.126537895202636
58.14793014526367,27.5053439617157
60.639310121536255,16.613963985443114
62.23943614959717,19.813837957382198
64.5381281375885,18.715145969390868
66.17233610153198,17.080938005447386
67.7273941040039,15.525880002975464
69.81283903121948,11.040435075759888
71.32248210906982,22.73079199790954
72.88489603996277,11.568378067016601
74.41322112083435,10.04005298614502
76.51406502723694,17.53920907974243
78.21223616600037,12.241037940979004
79.7124011516571,10.740872955322265
81.34380102157593,12.709473085403442
83.16181516647339,22.89145894050598
84.79001712799072,6.863256978988647
86.12038516998291,19.93288893699646
88.16312408447266,13.090150022506714
89.84040403366089,12.612870073318481
91.25172519683838,16.00154891014099
93.129310131073,15.323963975906372
94.6825180053711,22.170756101608276
96.1260712146759,26.727202892303467
97.73623418807983,19.117039918899536
99.59237217903137,34.060901927947995
101.14776015281677,22.9055139541626
102.84804606437683,38.00522804260254
104.24871802330017,41.404556083679196
105.9358971118927,33.71737699508667
107.66702198982239,33.18625211715698
109.26285910606384,32.79041500091553
110.74541020393372,31.307863903045654
113.06776714324951,22.985506963729858
115.24565410614014,16.007620000839232
117.33722400665283,19.916050100326537
119.0096640586853,39.84361004829407
120.5472412109375,43.10603289604187
121.95868301391602,41.69459109306335
124.41016507148743,30.843109035491942
127.03701305389404,25.816261053085327
128.65328001976013,0.1999940872192382
130.925439119339,39.92783498764038
132.66499209403992,33.388282012939456
134.1853392124176,24.667934894561768
136.50061202049255,30.752662086486815
138.1388430595398,26.714431047439575
139.6096031665802,27.64367094039917
141.234628200531,22.418645906448365
143.02421021461487,23.029063892364505
144.6620590686798,11.79121503829956
146.06129002571106,10.39198408126831
147.75198316574097,17.101290941238403
149.4570071697235,17.796266937255858
150.92178201675415,16.33149209022522
152.36854219436646,24.484731912612915
154.08254504203796,13.170729064941407
155.9232680797577,17.33000602722168
157.42541122436523,11.027862882614135
159.1054711341858,17.74780297279358
160.57811403274536,24.675160074234007
162.46713614463806,26.38613796234131
163.89313316345215,18.96014094352722
165.75003910064697,25.503235006332396
167.2313392162323,18.02193489074707
169.37244701385498,17.08082709312439
171.0868411064148,15.366433000564575
172.8114800453186,23.241794061660766
175.0029571056366,11.450317001342773
176.37995219230652,14.873321914672852
178.36250019073486,22.490773916244507
180.020987033844,26.832287073135376
181.66781401634216,20.385460090637206
183.83456206321716,12.218712043762206
185.38394403457642,27.469330072402947
187.35636019706726,15.89691390991211
188.85834121704102,20.394932889938353
191.59215712547302,17.661116981506346
193.92504000663757,20.128234100341796
196.08617901802063,21.56709508895874
197.76605415344238,27.087219953536987
199.148588180542,11.304685926437376
200.99273705482483,10.660537052154542
202.7458040714264,23.307470035552978
204.29541015625,16.95786395072937
205.95561408996582,20.09766001701355
207.92133212089539,26.531941986083986
209.5849962234497,22.468277883529662
210.96371006965637,21.089564037323
212.77804708480835,20.47522702217102
214.70683407783508,23.346440029144286
216.55133414268494,21.501939964294433
217.9936740398407,15.259600067138672
219.67570114135742,21.97757296562195
221.67312717437744,7.9801469326019285
223.21355319023132,20.839720916748046
224.6759901046753,19.377284002304076
226.91128015518188,33.941993951797485
228.44174599647522,20.41152811050415
229.91149711608887,12.941776990890503
231.5965611934662,29.256712913513184
233.6029670238495,27.250307083129883
235.2119801044464,16.041294002532958
237.2432131767273,23.610060930252075
238.93312621116638,27.92014789581299
240.63017320632935,21.423100900650024
242.14887714385986,19.904396963119506
244.43071222305298,14.022561883926391
246.04029321670532,17.212980890274046
248.07804799079895,10.37522611618042
249.93398213386536,26.51929197311402
251.5283980369568,17.72487607002258
253.18930315971375,16.063970947265624
254.80400013923645,24.04927396774292
257.2696740627289,17.983600044250487
259.7091062068939,15.54416790008545
261.9096620082855,20.54361209869385
263.6605131626129,22.392760944366454
265.3232181072235,6.330055999755859
267.182284116745,20.070989990234374
269.12016701698303,22.933107089996334
270.5773901939392,16.67588391304016
272.09266209602356,15.160612010955811
274.07690715789795,13.176366949081421
275.63708305358887,22.416191053390502
